,medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_hour,pickup_day
0,89D227B655E5C82AECF13C3F540D4CF4,BA96DE419E711691B9445D6A6307C170,CMT,1,N,2013-01-01 15:11:48,2013-01-01 15:18:10,4,382,1.0,-73.978165,40.757977000000004,-73.989838,40.751171,15,Tuesday
1,0BD7C8F5BA12B88E0B67BED28BEA73D8,9FD8F69F0804BDB5549F40E9DA1BE472,CMT,1,N,2013-01-06 00:18:35,2013-01-06 00:22:54,1,259,1.5,-74.006683,40.731781,-73.994499,40.750659999999996,0,Sunday
2,0BD7C8F5BA12B88E0B67BED28BEA73D8,9FD8F69F0804BDB5549F40E9DA1BE472,CMT,1,N,2013-01-05 18:49:41,2013-01-05 18:54:23,1,282,1.1,-74.004707,40.737770000000005,-74.009834,40.726002,18,Saturday
3,DFD2202EE08F7A8DC9A57B02ACB81FE2,51EE87E3205C985EF8431D850C786310,CMT,1,N,2013-01-07 23:54:15,2013-01-07 23:58:20,2,244,0.7,-73.974602,40.759945,-73.984734,40.759388,23,Monday
4,DFD2202EE08F7A8DC9A57B02ACB81FE2,51EE87E3205C985EF8431D850C786310,CMT,1,N,2013-01-07 23:25:03,2013-01-07 23:34:24,1,560,2.1,-73.97625,40.748528,-74.002586,40.747868,23,Monday
5,20D9ECB2CA0767CF7A01564DF2844A3E,598CCE5B9C1918568DEE71F43CF26CD2,CMT,1,N,2013-01-07 15:27:48,2013-01-07 15:38:37,1,648,1.7,-73.96674300000001,40.764252,-73.983322,40.743763,15,Monday
6,496644932DF3932605C22C7926FF0FE0,513189AD756FF14FE670D10B92FAF04C,CMT,1,N,2013-01-08 11:01:15,2013-01-08 11:08:14,1,418,0.8,-73.995804,40.743977,-74.007416,40.744343,11,Tuesday
7,0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,1,N,2013-01-07 12:39:18,2013-01-07 13:10:56,3,1898,10.7,-73.989937,40.756775,-73.86525,40.77063,12,Monday
8,2C0E91FF20A856C891483ED63589F982,1DA2F6543A62B8ED934771661A9D2FA0,CMT,1,N,2013-01-07 18:15:47,2013-01-07 18:20:47,1,299,0.8,-73.98007199999999,40.743137,-73.982712,40.735336,18,Monday
9,2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,1,N,2013-01-07 15:33:28,2013-01-07 15:49:26,2,957,2.5,-73.977936,40.786983,-73.952919,40.80637,15,Monday
10,E12F6AF991172EAC3553144A0AF75A19,06918214E951FA0003D1CC54955C2AB0,CMT,1,N,2013-01-08 13:11:52,2013-01-08 13:19:50,1,477,1.3,-73.982452,40.773167,-73.964134,40.773815,13,Tuesday
11,E12F6AF991172EAC3553144A0AF75A19,06918214E951FA0003D1CC54955C2AB0,CMT,1,N,2013-01-08 09:50:05,2013-01-08 10:02:54,1,768,0.7,-73.99556,40.749294,-73.988686,40.759052000000004,9,Tuesday
12,78FFD9CD0CDA541F335EF8B38FB494D6,E949C583ECF62C8F03FDCE1484954A08,CMT,1,N,2013-01-10 12:07:08,2013-01-10 12:17:29,1,620,2.3,-73.971497,40.791321,-73.964478,40.775921000000004,12,Thursday
13,237F49C3ECC11F5024B254268F054384,93C363DDF8ED9385D65FAD07CE3F5F07,CMT,1,N,2013-01-07 07:35:47,2013-01-07 07:46:00,1,612,2.3,-73.98850999999999,40.774307,-73.981094,40.755325,7,Monday
14,3349F919AA8AE5DC9C50A3773EA45BD8,7CE849FEF67514F080AF80D990F7EF7F,CMT,1,N,2013-01-10 15:42:29,2013-01-10 16:04:02,1,1293,3.2,-73.994911,40.723221,-73.971558,40.761612,15,Thursday
15,3349F919AA8AE5DC9C50A3773EA45BD8,7CE849FEF67514F080AF80D990F7EF7F,CMT,1,N,2013-01-10 14:27:28,2013-01-10 14:45:21,1,1073,4.4,-74.010391,40.708702,-73.98784599999999,40.756104,14,Thursday
16,4C005EEBAA7BF26B84B21586332488A2,351BE7D984BE17DB2FA80A748E816472,CMT,1,N,2013-01-07 22:09:59,2013-01-07 22:19:50,1,591,1.7,-73.973732,40.756287,-73.998413,40.756832,22,Monday
17,7D99C30FCE69B1A9DD27E2AEAC9BFA0C,460C3F57DD9CB2265DB75B14CD70224D,CMT,1,N,2013-01-07 17:18:16,2013-01-07 17:20:55,1,158,0.7,-73.968925,40.767703999999995,-73.96199,40.776565999999995,17,Monday
18,E6FBF80668FE0611AEA44FD9574A7E32,36773E80775F26CD1158EB5450A61C79,CMT,1,N,2013-01-07 06:08:51,2013-01-07 06:13:14,1,262,1.7,-73.96212,40.769737,-73.979561,40.755390000000006,6,Monday
19,0C5296F3C8B16E702F8F2E06F5106552,D2363240A9295EF570FC6069BC4F4C92,CMT,1,N,2013-01-07 22:25:46,2013-01-07 22:36:56,1,669,2.3,-73.989708,40.756714,-73.977615,40.787575,22,Monday
20,D8AADA4E722C87C10E609654612630DD,8F1E4F779A4D67431C3FCFA4E70A87DC,CMT,2,N,2013-01-10 23:41:51,2013-01-11 00:09:11,1,1640,17.5,-73.78331,40.648765999999995,-73.98891400000001,40.748207,23,Thursday
21,B6FC8357E0D53B0F1FA897D536A20F5C,113A5BA8513934DEE97A342E3535DE96,CMT,1,N,2013-01-07 18:05:36,2013-01-07 18:23:50,4,1094,3.8,-73.956505,40.771278,-73.996368,40.732459999999996,18,Monday
22,E12F6AF991172EAC3553144A0AF75A19,06918214E951FA0003D1CC54955C2AB0,CMT,1,N,2013-01-08 13:29:25,2013-01-08 13:37:52,1,507,1.2,-73.95578,40.77932,-73.967285,40.763344000000004,13,Tuesday
23,4C005EEBAA7BF26B84B21586332488A2,351BE7D984BE17DB2FA80A748E816472,CMT,1,N,2013-01-07 21:13:02,2013-01-07 21:22:31,1,568,1.1,-73.978439,40.764679,-73.977684,40.777004,21,Monday
24,E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,1,N,2013-01-01 18:36:53,2013-01-01 18:39:04,1,131,0.5,-73.992172,40.749953999999995,-73.99675,40.744553,18,Tuesday
25,E6FBF80668FE0611AEA44FD9574A7E32,36773E80775F26CD1158EB5450A61C79,CMT,1,Y,2013-01-07 08:17:06,2013-01-07 08:22:46,1,340,1.5,-73.992111,40.689701,-74.00715600000001,40.679295,8,Monday
26,0C5296F3C8B16E702F8F2E06F5106552,D2363240A9295EF570FC6069BC4F4C92,CMT,1,N,2013-01-07 22:39:03,2013-01-07 22:44:16,1,312,1.5,-73.97865300000001,40.787735,-73.96579,40.805321,22,Monday
27,A3B17384165197E18CA0A1BB61277EE9,B8396B62883EA332EFD2771A6B031D05,CMT,1,N,2013-01-07 06:26:32,2013-01-07 06:28:24,2,111,0.5,-73.965317,40.769375,-73.96713299999999,40.763699,6,Monday
28,8E189DABE265CC03FEF4BFC695B32559,906939B31C0B93768242A58A682412B8,CMT,1,N,2013-01-01 14:02:01,2013-01-01 14:27:39,2,1537,10.2,-73.862709,40.769141999999995,-73.982079,40.762295,14,Tuesday
29,312E0CB058D7FC1A6494EDB66D360CD2,7B5156F38990963332B33298C8BAE25E,CMT,1,N,2013-01-05 11:54:49,2013-01-05 12:03:48,1,539,0.8,-73.977127,40.74831,-73.990913,40.751053000000006,11,Saturday
30,F1EF8290A54338B1396DD98E38E09143,0FDDEFAFF6FC38BD632B6DDED47DA618,CMT,1,N,2013-01-05 08:16:58,2013-01-05 08:30:20,1,801,6.5,-73.976318,40.682724,-73.91791500000001,40.742664000000005,8,Saturday
31,0F9E0728AB1E40D5CEB0C6EDBF805CCB,8434E8A33D8C0150573FAA00B8A9ABF5,CMT,1,N,2013-01-05 19:04:43,2013-01-05 19:13:58,1,555,2.8,-73.96668199999999,40.761139,-73.938515,40.792332,19,Saturday
32,33A0B414EB87DB2538CB5929BF1EEE0D,8105CBF11B1747C525FA81334375EF5B,CMT,1,N,2013-01-05 17:34:11,2013-01-05 17:48:54,1,882,5.2,-73.948334,40.776482,-73.99176,40.733841,17,Saturday
33,24B56A4A0AC119529DBA559181C14FE4,CD5A75F5F950B3E26D561732332C8A5D,CMT,1,N,2013-01-05 18:59:29,2013-01-05 19:12:21,1,771,2.4,-73.993202,40.724407,-73.984833,40.748740999999995,18,Saturday
34,7E3256C342CAFB3C23D3ABB98B9F3FB6,4F7873C913735088F9BEF85C1D054D31,CMT,1,N,2013-01-05 03:00:46,2013-01-05 03:23:28,1,1361,5.5,-73.9655,40.711113,-73.918327,40.758671,3,Saturday
35,2C159C8FCCDE50174CF6CFC07E75F1BA,51C567531541EE45C5EE86E956E46E4C,CMT,1,N,2013-01-07 04:45:14,2013-01-07 04:48:56,1,222,0.9,-73.991936,40.749621999999995,-73.978531,40.751308,4,Monday
36,1F03ADDC384F4C5FB5E760528D4E0BA5,6607D2680127BFBCFF94193B15578DE7,CMT,1,N,2013-01-01 18:45:02,2013-01-01 18:48:48,1,225,1.2,-73.982384,40.752102,-73.993332,40.736393,18,Tuesday
37,764CA5AE502C0FEC9BB69DBCB6BB4ECC,26516CD746248B3495CBD99A8ABAF8B4,CMT,1,N,2013-01-05 20:51:53,2013-01-05 21:02:43,3,650,3.3,-73.99382800000001,40.721008000000005,-73.9524,40.723228000000006,20,Saturday
38,CD9DEF073BAB75B8B36015D85FD3F777,80430F0667E3C82E63AAF4F0DC547664,CMT,1,N,2013-01-05 03:20:28,2013-01-05 03:43:36,4,1387,11.2,-73.99114200000001,40.750366,-73.984436,40.618481,3,Saturday
39,DD98E2C3AF5C47B4449F720ECC5778D4,79807332B275653A2473554C7328500A,CMT,1,N,2013-01-02 06:58:08,2013-01-02 07:24:24,1,1576,3.0,-73.987022,40.759373,-73.862022,40.768017,6,Wednesday
40,26FC1764E8F96A8233F8C77F21D4161A,D8512BDC6E6DBF909DCC78174F02DA41,CMT,1,N,2013-01-06 00:46:25,2013-01-06 01:02:05,1,940,4.5,-73.991173,40.74313,-74.013763,40.702296999999994,0,Sunday
41,4A4DA06C65CFA356CD538AF4B899430E,7CE1605151178F02B4EBBD8472C86A13,CMT,1,N,2013-01-02 08:12:21,2013-01-02 08:24:43,1,742,2.5,-73.99115,40.750023,-73.952614,40.74115,8,Wednesday
42,764CA5AE502C0FEC9BB69DBCB6BB4ECC,26516CD746248B3495CBD99A8ABAF8B4,CMT,1,N,2013-01-05 19:45:00,2013-01-05 19:57:27,2,746,1.1,-73.98934200000001,40.763168,-73.991577,40.750309,19,Saturday
43,E8950C1BF2CE598E95DE0CA5C89FA4BA,E4D2F480F3C91138B7BA9F1BDE710434,CMT,1,N,2013-01-05 21:23:06,2013-01-05 21:25:19,1,132,0.3,-73.959496,40.779441999999996,-73.960724,40.775745,21,Saturday
44,99115D1EA0AE33939899D652DCC34089,A91627126C0D01A3752C7687EFEF9478,CMT,2,N,2013-01-05 01:12:58,2013-01-05 01:26:27,1,808,5.7,-73.90471600000001,40.726418,-73.984154,40.760082000000004,1,Saturday
45,9BB803DFE81D89F77C37D4C05BB1ABA1,797E4DBEC1C53DBC3196540342C64D4B,CMT,1,N,2013-01-06 10:56:31,2013-01-06 11:06:08,2,576,1.2,-73.95871,40.768471000000005,-73.973656,40.763348,10,Sunday
46,8F9B593AE29F10B40EBEA0BBDEDD249F,61AF8331CB51E436B747478FC0E78B67,CMT,1,N,2013-01-07 17:38:07,2013-01-07 17:57:46,1,1179,10.3,-73.873154,40.773998,-73.92878,40.859314000000005,17,Monday
47,0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,1,N,2013-01-07 14:38:35,2013-01-07 14:46:13,1,457,0.6,-73.990623,40.756813,-73.982101,40.758984000000005,14,Monday
48,0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,1,N,2013-01-07 10:35:10,2013-01-07 10:42:36,1,446,1.2,-73.965843,40.758705,-73.978134,40.752731,10,Monday
49,0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,1,N,2013-01-07 14:46:55,2013-01-07 14:55:46,1,530,1.1,-73.981796,40.758862,-73.967239,40.7617,14,Monday
50,E12F6AF991172EAC3553144A0AF75A19,06918214E951FA0003D1CC54955C2AB0,CMT,1,N,2013-01-08 15:17:50,2013-01-08 15:25:00,1,429,1.2,-73.97731800000001,40.764542,-73.981895,40.779526000000004,15,Tuesday
51,2C0E91FF20A856C891483ED63589F982,1DA2F6543A62B8ED934771661A9D2FA0,CMT,1,N,2013-01-07 18:24:11,2013-01-07 18:36:15,1,724,2.3,-73.98653399999999,40.7342,-73.98786899999999,40.75914,18,Monday
52,78FFD9CD0CDA541F335EF8B38FB494D6,E949C583ECF62C8F03FDCE1484954A08,CMT,1,N,2013-01-10 12:20:38,2013-01-10 12:28:26,1,468,0.6,-73.96666,40.773125,-73.971802,40.765766,12,Thursday
53,FAE1370A694D0621FAE1E62FAFD64080,265B3D7D30A9B7AE389A2626F6825266,CMT,1,N,2013-01-07 10:15:19,2013-01-07 10:20:10,1,290,1.0,-73.958649,40.768791,-73.97090899999999,40.76149,10,Monday
54,32D306FD3A4D7CEDCFD8D644294DD5B7,05EACD5B806FC3D01A377606D37CF327,CMT,1,Y,2013-01-08 13:56:41,2013-01-08 14:08:29,2,707,2.0,-73.975922,40.744606,-73.99814599999999,40.729076,13,Tuesday
55,D8AADA4E722C87C10E609654612630DD,8F1E4F779A4D67431C3FCFA4E70A87DC,CMT,1,N,2013-01-10 17:19:42,2013-01-10 17:51:18,1,1896,5.9,-73.963608,40.774113,-73.944038,40.717518,17,Thursday
56,A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,1,N,2013-01-10 13:16:11,2013-01-10 13:26:46,1,635,2.4,-73.958481,40.761165999999996,-73.986542,40.749396999999995,13,Thursday
57,7D99C30FCE69B1A9DD27E2AEAC9BFA0C,460C3F57DD9CB2265DB75B14CD70224D,CMT,1,N,2013-01-08 00:02:36,2013-01-08 00:05:56,1,200,0.7,-73.985573,40.747375,-73.983879,40.739222999999996,0,Tuesday
58,5E162F2D7F569949769648C56A23C525,6F7932F2B112DAABF1F2A385FE2AB819,CMT,1,N,2013-01-07 17:54:25,2013-01-07 18:00:25,1,360,2.2,-73.985184,40.773998,-73.964737,40.801834,17,Monday
59,82420BD631D2BB88E2F213A8CA15BECE,213779F7AA40E58009B3457E3FA7089D,CMT,1,N,2013-01-08 10:38:22,2013-01-08 10:56:19,1,1076,3.1,-73.967682,40.751221,-73.995232,40.717422,10,Tuesday
60,1836E1591EE79F810104064B945747AB,18EDD3FC80A78DC262E2442FEEA55F01,CMT,1,N,2013-01-07 20:13:25,2013-01-07 20:25:01,1,695,3.6,-74.007469,40.708904,-73.981888,40.67767,20,Monday
61,1836E1591EE79F810104064B945747AB,18EDD3FC80A78DC262E2442FEEA55F01,CMT,1,N,2013-01-08 01:15:53,2013-01-08 01:23:09,1,435,1.9,-73.9925,40.758308,-73.96714,40.76078,1,Tuesday
62,8FCED8833E91F75673B4B4B4A7D720AB,C8DB0DEAF651336169544E466AFF2DA1,CMT,1,N,2013-01-07 18:12:27,2013-01-07 18:19:41,1,433,2.2,-73.982315,40.774440999999996,-73.96590400000001,40.801421999999995,18,Monday
63,47CFD616C057758044C57D1B4BEFE759,A6DCBA545B1E1A2DC24BFEE1C0A54029,CMT,1,N,2013-01-07 18:45:40,2013-01-07 19:00:14,1,874,1.9,-73.977676,40.746544,-73.99945799999999,40.738972,18,Monday
64,4728FA63A46613319446ED726626FED3,4A6C8D08FAB98E9C9B21399C5255EED0,CMT,1,N,2013-01-08 11:33:23,2013-01-08 11:48:13,1,889,0.6,-73.987732,40.751884000000004,-73.98172,40.746528999999995,11,Tuesday
65,0C5296F3C8B16E702F8F2E06F5106552,D2363240A9295EF570FC6069BC4F4C92,CMT,1,N,2013-01-07 20:46:10,2013-01-07 21:06:01,1,1190,12.3,-73.864861,40.770428,-74.006653,40.707874,20,Monday
66,0CC08DE5645A7137059499EA11886805,4F2627F9FD34A9B9EFCCFC5147048345,CMT,1,N,2013-01-07 18:45:14,2013-01-07 18:52:54,3,459,0.9,-73.97970600000001,40.758427000000005,-73.985558,40.747265000000006,18,Monday
67,961D9C9506D105D3A7E88229F0487033,65683B8714DEF5F783E75E8111784177,CMT,1,N,2013-01-10 15:17:20,2013-01-10 15:28:22,1,661,1.0,-73.988495,40.737442,-73.988106,40.7491,15,Thursday
68,1159BD618BE1D4A90D522416A77AC29A,9964A99249A4888E2C6AE55BA78A6F64,CMT,1,N,2013-01-10 15:04:11,2013-01-10 15:07:35,1,204,0.7,-73.980118,40.754601,-73.988045,40.748962,15,Thursday
69,FA3DD236E7627E99646337C5218EA281,37A4843DC4AA9F62DBF4CA42F359E0D3,CMT,1,N,2013-01-08 13:16:48,2013-01-08 13:32:24,1,936,2.2,-74.00457800000001,40.707553999999995,-73.99247,40.734221999999995,13,Tuesday
70,FA3DD236E7627E99646337C5218EA281,37A4843DC4AA9F62DBF4CA42F359E0D3,CMT,1,N,2013-01-08 15:33:16,2013-01-08 15:48:56,1,940,1.6,-73.945915,40.786156,-73.971581,40.794956,15,Tuesday
71,38CA8BCB4180F32BEDE6FE085F4E445E,CE7A3E2632A838C9C02334D65E4355AF,CMT,1,N,2013-01-07 22:35:11,2013-01-07 22:59:29,1,1457,16.1,-73.79001600000001,40.644058,-73.956703,40.747852,22,Monday
72,C28DA92FB1D60B9EBFB7EFA6AE6C4577,979AF867DF1D4CF290467D47E5BD20CA,CMT,1,N,2013-01-07 18:48:51,2013-01-07 18:56:16,1,445,1.2,-73.998337,40.746025,-73.981255,40.747223,18,Monday
74,B14118AD4BF381D80035EF546CE7AEFA,9DCEE90343F24D475B3A19A3F10AE801,CMT,1,N,2013-01-10 10:31:05,2013-01-10 10:46:35,2,930,2.4,-73.982079,40.763794,-74.003113,40.731106,10,Thursday
75,50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,4,N,2013-01-08 02:22:17,2013-01-08 02:24:47,1,150,0.5,-73.99469,40.750191,-73.990089,40.757217,2,Tuesday
76,2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,1,N,2013-01-07 13:21:28,2013-01-07 13:34:11,2,762,2.3,-73.947601,40.77533,-73.978798,40.777584000000004,13,Monday
77,4C005EEBAA7BF26B84B21586332488A2,351BE7D984BE17DB2FA80A748E816472,CMT,1,N,2013-01-07 21:58:43,2013-01-07 22:08:42,3,598,2.0,-73.987099,40.755215,-73.974457,40.755589,21,Monday
78,5C1E310A26EEE17AA72AFE63194DE5B5,A56B275487B0D09E6BA4C8801E0B2BE3,CMT,1,N,2013-01-01 17:11:51,2013-01-01 17:17:18,3,327,1.4,-73.98793,40.749542,-73.978981,40.766735,17,Tuesday
79,CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,1,N,2013-01-08 10:44:06,2013-01-08 10:46:09,1,123,0.3,-73.989296,40.756313,-73.98788499999999,40.751121999999995,10,Tuesday
80,961D9C9506D105D3A7E88229F0487033,65683B8714DEF5F783E75E8111784177,CMT,1,N,2013-01-10 14:55:05,2013-01-10 14:57:38,1,153,0.6,-73.961678,40.756122999999995,-73.96991700000001,40.753159000000004,14,Thursday
81,A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,1,N,2013-01-10 10:42:05,2013-01-10 10:51:14,1,549,0.9,-73.946854,40.775887,-73.961754,40.77993,10,Thursday
82,FAE1370A694D0621FAE1E62FAFD64080,265B3D7D30A9B7AE389A2626F6825266,CMT,1,N,2013-01-07 08:29:26,2013-01-07 08:34:48,1,322,1.1,-73.986847,40.762066,-74.002892,40.760334,8,Monday
83,312E0CB058D7FC1A6494EDB66D360CD2,7B5156F38990963332B33298C8BAE25E,CMT,1,N,2013-01-05 14:00:07,2013-01-05 14:06:34,1,386,0.8,-73.986351,40.738503,-73.981422,40.747440000000005,14,Saturday
84,0DDA4FBFADAE0126868397C423989193,CD45CB7CD02BB6649F9A23F5A374A480,CMT,1,N,2013-01-05 21:04:10,2013-01-05 21:11:45,1,455,0.9,-73.9879,40.737755,-73.979568,40.730965000000005,21,Saturday
85,24929E5F008DBC4C0E551B957F619910,F7C8E4BC689563E4562A9F52A04EE619,CMT,1,N,2013-01-08 13:51:53,2013-01-08 13:55:24,1,210,0.7,-73.998299,40.740654,-74.000504,40.747913,13,Tuesday
86,26B6CDD419985C6F551F0FAE87EF3AA9,015760806341352ED97B0F79C8A873BC,CMT,1,N,2013-01-06 22:18:22,2013-01-06 22:26:51,1,508,2.9,-74.003059,40.723473,-73.976883,40.751884000000004,22,Sunday
87,D5367E940A20B9D2550BF7CF7AE01681,5B34A2589D1D2106FC0C47564A4833F0,CMT,1,N,2013-01-08 12:50:22,2013-01-08 12:58:39,2,496,1.1,-73.952026,40.766479,-73.966827,40.759968,12,Tuesday
88,20D9ECB2CA0767CF7A01564DF2844A3E,598CCE5B9C1918568DEE71F43CF26CD2,CMT,1,N,2013-01-08 07:51:16,2013-01-08 07:51:20,1,4,0.0,-73.945396,40.80209,-73.945412,40.802025,7,Tuesday
89,21EF33AA5B34F791B9627087A59C2B13,81D753BF37DADFA0AB6DD2A246A81D32,CMT,1,N,2013-01-08 10:54:06,2013-01-08 10:55:50,1,104,0.5,-73.983917,40.746563,-73.990921,40.750141,10,Tuesday
90,02BFD1B64C2C80B433D3A282C828912B,375201058CFE70CE40B69903041C2310,CMT,1,N,2013-01-01 19:41:43,2013-01-01 19:49:17,2,453,2.1,-73.984734,40.76931,-73.997787,40.744205,19,Tuesday
91,1944EB168702ED8E6B9FD94E988D0197,1D24DD6F12731B59E72DD7CF387F5011,CMT,1,N,2013-01-08 08:30:16,2013-01-08 08:41:03,1,647,0.8,-73.976288,40.765471999999995,-73.975105,40.757393,8,Tuesday
92,CBA5A347BB1107C22444175A81393D41,AE3664048097EAEBF73CB279944741A6,CMT,1,N,2013-01-06 16:37:03,2013-01-06 16:41:38,1,275,0.7,-73.995102,40.744781,-73.992508,40.738434000000005,16,Sunday
93,D5367E940A20B9D2550BF7CF7AE01681,5B34A2589D1D2106FC0C47564A4833F0,CMT,1,N,2013-01-08 10:08:49,2013-01-08 10:18:43,2,594,1.6,-73.97236600000001,40.762138,-73.957542,40.782902,10,Tuesday
94,37BDEA2E54A3B70CBFA5B0D1C3A75FE2,730A179A7F97126B694CABFB93CC3A0C,CMT,1,N,2013-01-08 07:49:28,2013-01-08 07:57:15,2,467,2.6,-74.00679000000001,40.754345,-73.980316,40.784081,7,Tuesday
96,B33E71CD9E8FE1BE3B70FEB6E807DD15,BAF57796E45D921BB23217E17A372FF6,CMT,1,N,2013-01-06 00:15:44,2013-01-06 00:27:33,1,709,3.4,-74.00505799999999,40.728676,-73.977501,40.757061,0,Sunday
97,7A9728FFD700148BF60616DA97FFC3C3,D25781FA72D2C328B9F120736E6CAA68,CMT,1,N,2013-01-08 10:59:25,2013-01-08 11:04:35,1,310,0.6,-73.960358,40.769138,-73.96191400000001,40.775684000000005,10,Tuesday
98,4C005EEBAA7BF26B84B21586332488A2,351BE7D984BE17DB2FA80A748E816472,CMT,1,N,2013-01-07 20:49:38,2013-01-07 21:11:19,2,1301,9.5,-73.874374,40.774078,-73.978325,40.764835,20,Monday
101,32D306FD3A4D7CEDCFD8D644294DD5B7,05EACD5B806FC3D01A377606D37CF327,CMT,1,N,2013-01-08 10:17:06,2013-01-08 10:36:58,1,1191,3.6,-73.985962,40.758213,-73.950424,40.783553999999995,10,Tuesday
102,0A3EF18FFD7FA5327C66C6B1CE068F3A,E8BD33FAF31C98E52D1E45A60216113B,CMT,1,N,2013-01-01 23:26:42,2013-01-01 23:49:24,2,1361,18.9,-73.78331800000001,40.648635999999996,-73.964249,40.719543,23,Tuesday
103,B14118AD4BF381D80035EF546CE7AEFA,9DCEE90343F24D475B3A19A3F10AE801,CMT,1,N,2013-01-10 14:11:57,2013-01-10 14:29:37,1,1059,3.3,-74.00843,40.707648999999996,-73.99227900000001,40.749187,14,Thursday
104,C6CE309A20A523E64FDCDECF150A2EC1,3DC3C9552D190C5D26B0358C23E449A6,CMT,1,N,2013-01-10 12:08:05,2013-01-10 12:12:11,1,245,0.8,-73.987953,40.761722999999996,-73.989838,40.756985,12,Thursday
105,C6CE309A20A523E64FDCDECF150A2EC1,3DC3C9552D190C5D26B0358C23E449A6,CMT,1,N,2013-01-10 07:07:59,2013-01-10 07:19:41,1,701,3.8,-73.994026,40.719303000000004,-73.978729,40.762787,7,Thursday
106,5E162F2D7F569949769648C56A23C525,6F7932F2B112DAABF1F2A385FE2AB819,CMT,1,N,2013-01-08 03:13:19,2013-01-08 03:34:17,1,1258,9.1,-73.997856,40.756405,-73.872955,40.774406,3,Tuesday
107,82420BD631D2BB88E2F213A8CA15BECE,213779F7AA40E58009B3457E3FA7089D,CMT,1,N,2013-01-08 10:21:01,2013-01-08 10:24:02,1,181,0.6,-73.988632,40.73122,-73.986717,40.738673999999996,10,Tuesday
108,A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,1,N,2013-01-10 10:08:28,2013-01-10 10:31:23,1,1375,2.5,-73.990204,40.748875,-73.95809200000001,40.765244,10,Thursday
109,A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,1,N,2013-01-10 13:45:16,2013-01-10 13:55:42,1,625,1.8,-73.994225,40.743342999999996,-73.990562,40.724537,13,Thursday
110,1ABD0BB8B7278A49B4F6502B59E1CEFB,AE49AF37C8856F2EA32953F207A9C339,CMT,1,N,2013-01-01 23:33:10,2013-01-01 23:36:18,2,188,0.8,-73.983711,40.756091999999995,-73.98494000000001,40.748222,23,Tuesday
111,4728FA63A46613319446ED726626FED3,4A6C8D08FAB98E9C9B21399C5255EED0,CMT,1,N,2013-01-08 08:04:43,2013-01-08 08:13:45,1,542,1.4,-74.000961,40.747326,-73.981567,40.742344,8,Tuesday
112,CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,1,N,2013-01-08 12:48:13,2013-01-08 12:55:53,1,459,1.0,-74.000534,40.742233,-74.005173,40.728984999999994,12,Tuesday
113,CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,1,N,2013-01-08 11:20:30,2013-01-08 11:38:54,1,1104,2.0,-73.991524,40.750285999999996,-73.970345,40.751801,11,Tuesday
114,961D9C9506D105D3A7E88229F0487033,65683B8714DEF5F783E75E8111784177,CMT,1,N,2013-01-10 16:16:38,2013-01-10 16:22:03,2,324,1.1,-74.006844,40.741451,-73.994499,40.750609999999995,16,Thursday
115,24BBC0F0660705A705213997B408E775,DFAAB8123DBA2696AFE3E289530BFDD1,CMT,1,N,2013-01-07 15:32:02,2013-01-07 15:35:27,1,204,0.8,-73.97062700000001,40.788956,-73.96949000000001,40.797729,15,Monday
116,E71CDEFCB364DA0D385629612EE30642,C7259B75B62CB850082BDEB4149DC075,CMT,1,N,2013-01-07 18:42:01,2013-01-07 18:46:35,1,274,0.6,-73.98548100000001,40.75679,-73.99131,40.749984999999995,18,Monday
117,B4B73C7B5D426BF5D77586628774409D,521E0E82FE5F1C8DDD7F019CE718C022,CMT,1,N,2013-01-07 20:44:18,2013-01-07 20:46:56,1,157,0.4,-73.988838,40.723125,-73.99382,40.721088,20,Monday
